Ilan_Tarihi,Marka,Arac_Tip_Grubu,Arac_Tip,Model_Yil,Yakit_Turu,Vites,CCM,Beygir_Gucu,Renk,Kasa_Tipi,Kimden,Durum,Km,Fiyat,Arac_Yasi,Km_Yil
18/04/2020,BMW,3 Serisi,318i Standart,1999,Benzin/LPG,Düz Vites,1801-2000 cc,Bilmiyorum,Siyah ,Sedan,Galeriden,2. El,305000,49900,21,14523.809523809523
18/04/2020,BMW,5 Serisi,520d M Sport,2011,Dizel,Yarı Otomatik Vites,1801-2000 cc,Bilmiyorum,Beyaz ,Sedan,Galeriden,2. El,195000,179500,9,21666.666666666668
18/04/2020,BMW,X5,30d xDrive,2008,Dizel,Otomatik Vites,2501-3000 cc,Bilmiyorum,Gri ,Arazi Aracı,Galeriden,2. El,260000,183000,12,21666.666666666668
18/04/2020,BMW,3 Serisi,320d M Sport,2015,Dizel,Yarı Otomatik Vites,1801-2000 cc,Bilmiyorum,Mavi ,Sedan,Galeriden,2. El,175000,219000,5,35000.0
18/04/2020,BMW,5 Serisi,525d xDrive  xDrive,2014,Dizel,Otomatik Vites,1801-2000 cc,Bilmiyorum,Kahverengi ,Sedan,Galeriden,2. El,78000,282900,6,13000.0
18/04/2020,BMW,5 Serisi,525d xDrive  Premium,2014,Dizel,Yarı Otomatik Vites,1801-2000 cc,Bilmiyorum,Beyaz ,Sedan,Galeriden,2. El,155000,299000,6,25833.333333333332
18/04/2020,BMW,3 Serisi,320i ED 40th Year Edition,2016,Benzin,Yarı Otomatik Vites,1301-1600 cc,Bilmiyorum,Beyaz ,Sedan,Galeriden,2. El,103000,266500,4,25750.0
18/04/2020,BMW,3 Serisi,318d Sport Plus,2017,Dizel,Otomatik Vites,1801-2000 cc,Bilmiyorum,Kırmızı ,Sedan,Galeriden,2. El,72000,289500,3,24000.0
18/04/2020,BMW,5 Serisi,520i Executive M Sport,2016,Benzin,Yarı Otomatik Vites,1301-1600 cc,Bilmiyorum,Gümüş Gri ,Sedan,Galeriden,2. El,99000,329950,4,24750.0
18/04/2020,BMW,X2,1.6d sDrive M Sport X,2019,Dizel,Otomatik Vites,1301-1600 cc,Bilmiyorum,Sarı ,Arazi Aracı,Galeriden,2. El,5000,387950,1,5000.0
18/04/2020,BMW,3 Serisi,316i Luxury Line,2013,Benzin,Yarı Otomatik Vites,1301-1600 cc,Bilmiyorum,Siyah ,Sedan,Galeriden,2. El,145000,183950,7,20714.285714285714
18/04/2020,BMW,5 Serisi,525d xDrive  Premium,2014,Dizel,Yarı Otomatik Vites,1801-2000 cc,Bilmiyorum,Beyaz ,Sedan,Galeriden,2. El,160000,399900,6,26666.666666666668
18/04/2020,BMW,5 Serisi,520i Comfort,2015,Benzin,Yarı Otomatik Vites,1301-1600 cc,Bilmiyorum,Beyaz ,Sedan,Galeriden,2. El,87000,259000,5,17400.0
18/04/2020,BMW,5 Serisi,530d Standart,2007,Dizel,Otomatik Vites,2501-3000 cc,Bilmiyorum,Siyah ,Sedan,Galeriden,2. El,350000,128000,13,26923.076923076922
18/04/2020,BMW,5 Serisi,520i Executive M Sport,2017,Benzin,Yarı Otomatik Vites,1301-1600 cc,Bilmiyorum,Beyaz ,Sedan,Galeriden,2. El,30000,443000,3,10000.0
18/04/2020,BMW,5 Serisi,520d Standart,2013,Dizel,Otomatik Vites,1801-2000 cc,Bilmiyorum,Kahverengi ,Sedan,Galeriden,2. El,173000,232500,7,24714.285714285714
18/04/2020,BMW,5 Serisi,520i Executive M Sport,2016,Benzin,Yarı Otomatik Vites,1301-1600 cc,Bilmiyorum,Siyah ,Sedan,Galeriden,2. El,21000,359000,4,5250.0
18/04/2020,BMW,3 Serisi,320d xDrive Standart,2010,Dizel,Otomatik Vites,1801-2000 cc,Bilmiyorum,Gri ,Sedan,Galeriden,2. El,144000,153500,10,14400.0
18/04/2020,BMW,3 Serisi,318i Prestige,2017,Benzin,Yarı Otomatik Vites,1301-1600 cc,Bilmiyorum,Siyah ,Sedan,Galeriden,2. El,20800,255000,3,6933.333333333333
18/04/2020,BMW,5 Serisi,520d Sport Line,2017,Dizel,Otomatik Vites,1801-2000 cc,Bilmiyorum,Mavi ,Sedan,Galeriden,2. El,104000,459950,3,34666.666666666664
18/04/2020,BMW,5 Serisi,525d xDrive  Executive M Sport,2013,Dizel,Otomatik Vites,1300 cc ve altı,Bilmiyorum,Siyah ,Sedan,Galeriden,2. El,162000,285000,7,23142.85714285714
18/04/2020,BMW,X4,20d xDrive Joy,2014,Dizel,Yarı Otomatik Vites,1801-2000 cc,Bilmiyorum,Beyaz ,Arazi Aracı,Galeriden,2. El,88000,386950,6,14666.666666666666
18/04/2020,BMW,4 Serisi,418i Gran Coupe Sport Plus,2017,Benzin,Otomatik Vites,1301-1600 cc,Bilmiyorum,Beyaz ,Spor / Coupe,Galeriden,2. El,18000,336950,3,6000.0
18/04/2020,BMW,3 Serisi,318tds Standart,1995,Dizel,Düz Vites,1601-1800 cc,Bilmiyorum,Lacivert ,Sedan,Galeriden,2. El,249000,31500,25,9960.0
18/04/2020,BMW,5 Serisi,520d Premium,2008,Dizel,Yarı Otomatik Vites,1801-2000 cc,Bilmiyorum,Siyah ,Sedan,Galeriden,2. El,280000,120000,12,23333.333333333332
18/04/2020,BMW,5 Serisi,520d Comfort,2011,Dizel,Yarı Otomatik Vites,1801-2000 cc,Bilmiyorum,Beyaz ,Sedan,Galeriden,2. El,230000,199000,9,25555.555555555555
18/04/2020,BMW,5 Serisi,520d Sport Line,2017,Dizel,Otomatik Vites,1801-2000 cc,Bilmiyorum,Gri ,Sedan,Galeriden,2. El,69000,699000,3,23000.0
18/04/2020,BMW,5 Serisi,520d M Sport,2017,Dizel,Otomatik Vites,1801-2000 cc,Bilmiyorum,Gri ,Sedan,Galeriden,2. El,26000,619000,3,8666.666666666666
18/04/2020,BMW,5 Serisi,525d xDrive  Premium,2015,Dizel,Yarı Otomatik Vites,1801-2000 cc,Bilmiyorum,Beyaz ,Sedan,Galeriden,2. El,144000,359000,5,28800.0
18/04/2020,BMW,5 Serisi,520d Executive M Sport,2017,Dizel,Yarı Otomatik Vites,1801-2000 cc,Bilmiyorum,Gri ,Sedan,Galeriden,2. El,69000,699000,3,23000.0
18/04/2020,BMW,5 Serisi,520d Sport Line,2017,Dizel,Otomatik Vites,1801-2000 cc,Bilmiyorum,Lacivert ,Sedan,Galeriden,2. El,76000,539000,3,25333.333333333332
18/04/2020,BMW,5 Serisi,520d M Sport,2007,Dizel,Otomatik Vites,1801-2000 cc,Bilmiyorum,Siyah ,Sedan,Galeriden,2. El,305000,93000,13,23461.53846153846
18/04/2020,BMW,3 Serisi,320d Premium,2013,Dizel,Yarı Otomatik Vites,1801-2000 cc,Bilmiyorum,Beyaz ,Sedan,Galeriden,2. El,365000,147500,7,52142.857142857145
18/04/2020,BMW,3 Serisi,318i M Joy Plus,2016,Benzin,Yarı Otomatik Vites,1301-1600 cc,Bilmiyorum,Beyaz ,Sedan,Galeriden,2. El,54400,255250,4,13600.0
18/04/2020,BMW,X5,30d xDrive,2010,Dizel,Otomatik Vites,2501-3000 cc,Bilmiyorum,Siyah ,Arazi Aracı,Galeriden,2. El,188000,293500,10,18800.0
18/04/2020,BMW,3 Serisi,320i ED M Plus,2016,Benzin,Yarı Otomatik Vites,1301-1600 cc,Bilmiyorum,Gri ,Sedan,Galeriden,2. El,35800,254500,4,8950.0
18/04/2020,BMW,X5,30d xDrive,2010,Dizel,Otomatik Vites,2501-3000 cc,Bilmiyorum,Gri ,Arazi Aracı,Galeriden,2. El,189000,273500,10,18900.0
18/04/2020,BMW,X5,30d,2007,Dizel,Otomatik Vites,2501-3000 cc,Bilmiyorum,Siyah ,Arazi Aracı,Galeriden,2. El,329000,185000,13,25307.69230769231
18/04/2020,BMW,1 Serisi,118i M Plus,2015,Benzin,Yarı Otomatik Vites,1301-1600 cc,Bilmiyorum,Mavi ,Hatchback 5 Kapı,Galeriden,2. El,45000,214000,5,9000.0
18/04/2020,BMW,5 Serisi,520d Comfort,2011,Dizel,Yarı Otomatik Vites,1801-2000 cc,Bilmiyorum,Gri ,Sedan,Galeriden,2. El,235000,169000,9,26111.11111111111
18/04/2020,BMW,1 Serisi,116i Joy Edition,2013,Benzin,Otomatik Vites,1301-1600 cc,Bilmiyorum,Beyaz ,Hatchback 5 Kapı,Galeriden,2. El,139000,132000,7,19857.14285714286
18/04/2020,BMW,5 Serisi,520i M Sport,2015,Benzin,Yarı Otomatik Vites,1301-1600 cc,Bilmiyorum,Siyah ,Sedan,Galeriden,2. El,97000,282000,5,19400.0
18/04/2020,BMW,3 Serisi,320i ED M Plus,2014,Benzin,Yarı Otomatik Vites,1301-1600 cc,Bilmiyorum,Kırmızı ,Sedan,Galeriden,2. El,181000,217500,6,30166.666666666668
18/04/2020,BMW,5 Serisi,520i Premium,2014,Benzin,Yarı Otomatik Vites,1301-1600 cc,Bilmiyorum,Beyaz ,Sedan,Galeriden,2. El,40000,310000,6,6666.666666666667
18/04/2020,BMW,3 Serisi,320d M Sport,2013,Dizel,Yarı Otomatik Vites,1801-2000 cc,Bilmiyorum,Beyaz ,Sedan,Galeriden,2. El,180000,208000,7,25714.285714285714
18/04/2020,BMW,X5,30d,2003,Dizel,Otomatik Vites,2501-3000 cc,Bilmiyorum,Gri ,Arazi Aracı,Galeriden,2. El,244000,106750,17,14352.941176470587
18/04/2020,BMW,3 Serisi,320d M Sport,2012,Dizel,Otomatik Vites,1801-2000 cc,Bilmiyorum,Beyaz ,Sedan,Galeriden,2. El,123000,182750,8,15375.0
18/04/2020,BMW,X5,25d xDrive M Sport,2017,Dizel,Otomatik Vites,1801-2000 cc,Bilmiyorum,Beyaz ,Arazi Aracı,Galeriden,2. El,117000,725000,3,39000.0
18/04/2020,BMW,5 Serisi,520d M Sport,2009,Dizel,Yarı Otomatik Vites,1801-2000 cc,Bilmiyorum,Beyaz ,Sedan,Galeriden,2. El,260000,98000,11,23636.363636363636
18/04/2020,BMW,4 Serisi,420d M Sport,2015,Dizel,Otomatik Vites,1801-2000 cc,Bilmiyorum,Beyaz ,Spor / Coupe,Galeriden,2. El,90000,479000,5,18000.0
18/04/2020,BMW,X5,25d xDrive M Sport,2015,Dizel,Yarı Otomatik Vites,1801-2000 cc,Bilmiyorum,Siyah ,Arazi Aracı,Galeriden,2. El,89000,649750,5,17800.0
18/04/2020,BMW,3 Serisi,318i Standart,1999,Benzin/LPG,Düz Vites,1801-2000 cc,Bilmiyorum,Yeşil ,Sedan,Galeriden,2. El,260000,55000,21,12380.952380952382
18/04/2020,BMW,X6,40d xDrive Pure Luxury,2015,Dizel,Yarı Otomatik Vites,2501-3000 cc,Bilmiyorum,Gri ,Arazi Aracı,Galeriden,2. El,80000,786500,5,16000.0
18/04/2020,BMW,5 Serisi,520d M Sport,2012,Dizel,Yarı Otomatik Vites,1801-2000 cc,Bilmiyorum,Siyah ,Sedan,Galeriden,2. El,204000,239900,8,25500.0
18/04/2020,BMW,3 Serisi,320d xDrive Techno Plus,2014,Dizel,Yarı Otomatik Vites,1801-2000 cc,Bilmiyorum,Beyaz ,Sedan,Galeriden,2. El,139000,263500,6,23166.666666666668
18/04/2020,BMW,5 Serisi,520i Special Edition M Sport,2019,Benzin,Otomatik Vites,1301-1600 cc,Bilmiyorum,Siyah ,Sedan,Galeriden,2. El,5000,569900,1,5000.0
18/04/2020,BMW,4 Serisi,420d xDrive Gran Coupe M Sport,2016,Dizel,Yarı Otomatik Vites,1801-2000 cc,Bilmiyorum,Beyaz ,Spor / Coupe,Galeriden,2. El,90000,402500,4,22500.0
18/04/2020,BMW,4 Serisi,420d M Sport,2015,Dizel,Yarı Otomatik Vites,1801-2000 cc,Bilmiyorum,Mavi ,Üstü Açık / Cabriolet,Galeriden,2. El,105000,422000,5,21000.0
18/04/2020,BMW,X3,Diğer,2015,Benzin,Otomatik Vites,1301-1600 cc,Bilmiyorum,Beyaz ,Arazi Aracı,Galeriden,2. El,32000,305000,5,6400.0
18/04/2020,BMW,5 Serisi,520i Comfort,2014,Benzin,Yarı Otomatik Vites,1301-1600 cc,Bilmiyorum,Beyaz ,Sedan,Galeriden,2. El,123000,219000,6,20500.0
18/04/2020,BMW,7 Serisi,735i Long,2004,Benzin,Otomatik Vites,3501-4000 cc,Bilmiyorum,Siyah ,Sedan,Galeriden,2. El,270000,180000,16,16875.0
18/04/2020,BMW,1 Serisi,116i Joy Edition,2013,Benzin,Otomatik Vites,1301-1600 cc,Bilmiyorum,Beyaz ,Hatchback 5 Kapı,Galeriden,2. El,89000,146950,7,12714.285714285714
18/04/2020,BMW,1 Serisi,116d Sport Plus,2016,Dizel,Yarı Otomatik Vites,1301-1600 cc,Bilmiyorum,Kırmızı ,Hatchback 5 Kapı,Galeriden,2. El,95000,162900,4,23750.0
18/04/2020,BMW,X5,25d xDrive Premium,2014,Dizel,Yarı Otomatik Vites,1801-2000 cc,Bilmiyorum,Beyaz ,Arazi Aracı,Galeriden,2. El,60000,575000,6,10000.0
18/04/2020,BMW,2 Serisi,216d Active Tourer Premium Line,2019,Dizel,Otomatik Vites,1301-1600 cc,Bilmiyorum,Mavi ,MPV,Galeriden,2. El,3500,299750,1,3500.0
18/04/2020,BMW,X1,16d sDrive X Line,2018,Dizel,Otomatik Vites,1301-1600 cc,Bilmiyorum,Füme ,Arazi Aracı,Galeriden,2. El,18000,349750,2,9000.0
18/04/2020,BMW,5 Serisi,520i Comfort,2014,Benzin,Yarı Otomatik Vites,1301-1600 cc,Bilmiyorum,Füme ,Sedan,Galeriden,2. El,135000,224900,6,22500.0
18/04/2020,BMW,5 Serisi,520i Luxury Line,2018,Benzin,Otomatik Vites,1301-1600 cc,Bilmiyorum,Mavi ,Sedan,Galeriden,2. El,50000,459000,2,25000.0
18/04/2020,BMW,X6,Diğer,2012,Dizel,Otomatik Vites,2501-3000 cc,Bilmiyorum,Lacivert ,Arazi Aracı,Galeriden,2. El,208000,370000,8,26000.0
18/04/2020,BMW,3 Serisi,320d Standart,2000,Dizel,Düz Vites,1801-2000 cc,Bilmiyorum,Gümüş Gri ,Sedan,Galeriden,2. El,318000,66500,20,15900.0
18/04/2020,BMW,5 Serisi,520d M Sport,2008,Dizel,Otomatik Vites,1801-2000 cc,Bilmiyorum,Siyah ,Sedan,Galeriden,2. El,245000,116500,12,20416.666666666668
18/04/2020,BMW,X5,30sd,2008,Dizel,Otomatik Vites,2501-3000 cc,Bilmiyorum,Siyah ,Arazi Aracı,Galeriden,2. El,317000,179900,12,26416.666666666668
18/04/2020,BMW,5 Serisi,520d Exclusive,2011,Dizel,Yarı Otomatik Vites,1801-2000 cc,Bilmiyorum,Siyah ,Sedan,Galeriden,2. El,274000,179750,9,30444.444444444445
18/04/2020,BMW,X3,20d xDrive 2.0d xDrive,2009,Dizel,Otomatik Vites,1801-2000 cc,Bilmiyorum,Beyaz ,Arazi Aracı,Galeriden,2. El,275000,130000,11,25000.0
18/04/2020,BMW,1 Serisi,116i M Sport,2012,Benzin,Otomatik Vites,1301-1600 cc,Bilmiyorum,Mavi ,Hatchback 5 Kapı,Galeriden,2. El,158000,108750,8,19750.0
18/04/2020,BMW,X1,18i sDrive Sport Line,2017,Benzin,Yarı Otomatik Vites,1301-1600 cc,Bilmiyorum,Füme ,Arazi Aracı,Galeriden,2. El,16000,259500,3,5333.333333333333
18/04/2020,BMW,3 Serisi,318Ci,2005,Benzin,Otomatik Vites,1801-2000 cc,Bilmiyorum,Füme ,Üstü Açık / Cabriolet,Galeriden,2. El,178000,119500,15,11866.666666666666
18/04/2020,BMW,3 Serisi,316ti Compact,2004,Benzin,Düz Vites,1301-1600 cc,Bilmiyorum,Kırmızı ,Hatchback 3 Kapı,Galeriden,2. El,248000,48500,16,15500.0
18/04/2020,BMW,3 Serisi,320i,1995,Benzin/LPG,Düz Vites,1801-2000 cc,Bilmiyorum,Lacivert ,Sedan,Galeriden,2. El,243000,35750,25,9720.0
18/04/2020,BMW,3 Serisi,318i Premium Line,2018,Benzin,Otomatik Vites,1301-1600 cc,Bilmiyorum,Mavi ,Sedan,Galeriden,2. El,53000,275000,2,26500.0
18/04/2020,BMW,X5,30d,2007,Dizel,Otomatik Vites,2501-3000 cc,Bilmiyorum,Lacivert ,Arazi Aracı,Galeriden,2. El,265000,158000,13,20384.615384615383
18/04/2020,BMW,5 Serisi,520i Standart,2005,Benzin/LPG,Otomatik Vites,2001-2500 cc,Bilmiyorum,Siyah ,Sedan,Galeriden,2. El,305000,96500,15,20333.333333333332
18/04/2020,BMW,X1,20d xDrive 2.0d xDrive,2012,Dizel,Otomatik Vites,1801-2000 cc,Bilmiyorum,Lacivert ,Arazi Aracı,Galeriden,2. El,85000,245000,8,10625.0
18/04/2020,BMW,X1,20d xDrive,2012,Dizel,Otomatik Vites,1801-2000 cc,Bilmiyorum,Lacivert ,Arazi Aracı,Galeriden,2. El,84000,245000,8,10500.0
18/04/2020,BMW,3 Serisi,316i Comfort,2011,Benzin,Yarı Otomatik Vites,1301-1600 cc,Bilmiyorum,Beyaz ,Sedan,Galeriden,2. El,208000,117500,9,23111.11111111111
18/04/2020,BMW,5 Serisi,520i Premium,2013,Benzin,Yarı Otomatik Vites,1301-1600 cc,Bilmiyorum,Beyaz ,Sedan,Galeriden,2. El,168000,249000,7,24000.0
18/04/2020,BMW,3 Serisi,320i ED M Plus,2016,Benzin,Yarı Otomatik Vites,1301-1600 cc,Bilmiyorum,Mavi ,Sedan,Galeriden,2. El,43000,263000,4,10750.0
18/04/2020,BMW,1 Serisi,118i First Edition M Sport,2020,Benzin,Otomatik Vites,1301-1600 cc,Bilmiyorum,Siyah ,Hatchback 5 Kapı,Galeriden,0 km,0,344500,0,0.0
18/04/2020,BMW,5 Serisi,520i Premium,2015,Benzin,Yarı Otomatik Vites,1301-1600 cc,Bilmiyorum,Beyaz ,Sedan,Galeriden,2. El,90000,285000,5,18000.0
18/04/2020,BMW,5 Serisi,525d xDrive  Executive M Sport,2015,Dizel,Otomatik Vites,1801-2000 cc,Bilmiyorum,Beyaz ,Sedan,Galeriden,2. El,150000,385000,5,30000.0
18/04/2020,BMW,3 Serisi,316i Comfort,2011,Benzin,Yarı Otomatik Vites,1301-1600 cc,Bilmiyorum,Siyah ,Sedan,Galeriden,2. El,102762,109750,9,11418.0
18/04/2020,BMW,1 Serisi,116d ED EfficientDynamics,2014,Dizel,Düz Vites,1301-1600 cc,Bilmiyorum,Beyaz ,Hatchback 5 Kapı,Galeriden,2. El,78500,154250,6,13083.333333333334
18/04/2020,BMW,5 Serisi,520i Comfort,2013,Benzin,Yarı Otomatik Vites,1301-1600 cc,Bilmiyorum,Şampanya ,Sedan,Galeriden,2. El,75000,258000,7,10714.285714285714
18/04/2020,BMW,5 Serisi,525d Standart,2005,Dizel,Otomatik Vites,2001-2500 cc,Bilmiyorum,Siyah ,Sedan,Galeriden,2. El,360000,83250,15,24000.0
18/04/2020,BMW,1 Serisi,116d Joy Plus,2016,Dizel,Yarı Otomatik Vites,1301-1600 cc,Bilmiyorum,Beyaz ,Hatchback 5 Kapı,Galeriden,2. El,113000,153500,4,28250.0
18/04/2020,BMW,3 Serisi,320d Standart,2001,Dizel,Düz Vites,1801-2000 cc,Bilmiyorum,Mavi ,Sedan,Galeriden,2. El,290000,75000,19,15263.157894736842
18/04/2020,BMW,3 Serisi,320d Premium,2009,Dizel,Yarı Otomatik Vites,1801-2000 cc,Bilmiyorum,Gümüş Gri ,Sedan,Galeriden,2. El,213000,132000,11,19363.636363636364
18/04/2020,BMW,3 Serisi,320i ED Sport Plus,2015,Benzin,Yarı Otomatik Vites,1301-1600 cc,Bilmiyorum,Beyaz ,Sedan,Galeriden,2. El,100000,197500,5,20000.0
18/04/2020,BMW,X5,30d,2006,Dizel,Otomatik Vites,2501-3000 cc,Bilmiyorum,Siyah ,Arazi Aracı,Galeriden,2. El,264000,122000,14,18857.14285714286
18/04/2020,BMW,5 Serisi,520d Comfort,2011,Dizel,Yarı Otomatik Vites,1801-2000 cc,Bilmiyorum,Beyaz ,Sedan,Galeriden,2. El,192000,192000,9,21333.333333333332
18/04/2020,BMW,3 Serisi,320i ED Sport Plus,2016,Benzin,Yarı Otomatik Vites,1301-1600 cc,Bilmiyorum,Füme ,Sedan,Galeriden,2. El,70250,209500,4,17562.5
18/04/2020,BMW,5 Serisi,520d Exclusive,2011,Dizel,Yarı Otomatik Vites,1801-2000 cc,Bilmiyorum,Beyaz ,Sedan,Galeriden,2. El,259000,206900,9,28777.777777777777
18/04/2020,BMW,X1,16d sDrive X Line,2020,Dizel,Otomatik Vites,1301-1600 cc,Bilmiyorum,Beyaz ,Arazi Aracı,Galeriden,2. El,1,405000,0,1.0
18/04/2020,BMW,3 Serisi,318d Prestige,2017,Dizel,Otomatik Vites,1801-2000 cc,Bilmiyorum,Beyaz ,Sedan,Galeriden,2. El,110000,255000,3,36666.666666666664
18/04/2020,BMW,X1,16d sDrive X Line,2018,Dizel,Otomatik Vites,1301-1600 cc,Bilmiyorum,Mavi ,Arazi Aracı,Galeriden,2. El,80000,320000,2,40000.0
18/04/2020,BMW,4 Serisi,418i Gran Coupe M Sport,2015,Benzin,Yarı Otomatik Vites,1301-1600 cc,Bilmiyorum,Mavi ,Spor / Coupe,Galeriden,2. El,79000,270000,5,15800.0
18/04/2020,BMW,5 Serisi,525d xDrive  M Sport,2012,Dizel,Yarı Otomatik Vites,1801-2000 cc,Bilmiyorum,Beyaz ,Sedan,Galeriden,2. El,210000,237000,8,26250.0
18/04/2020,BMW,4 Serisi,418i Gran Coupe Gran Coupe,2016,Benzin,Otomatik Vites,1301-1600 cc,Bilmiyorum,Beyaz ,Spor / Coupe,Galeriden,2. El,104000,246750,4,26000.0
18/04/2020,BMW,4 Serisi,418i Gran Coupe Prestige,2016,Benzin,Yarı Otomatik Vites,1301-1600 cc,Bilmiyorum,Beyaz ,Spor / Coupe,Galeriden,2. El,104000,246750,4,26000.0
18/04/2020,BMW,3 Serisi,Diğer,2019,Benzin,Otomatik Vites,1301-1600 cc,Bilmiyorum,Lacivert ,Sedan,Galeriden,2. El,850,489000,1,850.0
18/04/2020,BMW,3 Serisi,320d Premium,2008,Dizel,Yarı Otomatik Vites,1801-2000 cc,Bilmiyorum,Siyah ,Sedan,Galeriden,2. El,216000,95000,12,18000.0
18/04/2020,BMW,3 Serisi,320i ED M Plus,2016,Benzin,Yarı Otomatik Vites,1301-1600 cc,Bilmiyorum,Mavi ,Sedan,Galeriden,2. El,109900,254900,4,27475.0
18/04/2020,BMW,3 Serisi,316i M Sport,2014,Benzin,Yarı Otomatik Vites,1301-1600 cc,Bilmiyorum,Kırmızı ,Sedan,Galeriden,2. El,72900,229900,6,12150.0
18/04/2020,BMW,3 Serisi,320i ED 40th Year Edition,2016,Benzin,Yarı Otomatik Vites,1301-1600 cc,Bilmiyorum,Füme ,Sedan,Galeriden,2. El,69600,282000,4,17400.0
18/04/2020,BMW,X5,30d,2005,Dizel,Otomatik Vites,2501-3000 cc,Bilmiyorum,Gri ,Arazi Aracı,Galeriden,2. El,320000,127000,15,21333.333333333332
18/04/2020,BMW,4 Serisi,418i M Sport,2016,Benzin,Yarı Otomatik Vites,1301-1600 cc,Bilmiyorum,Beyaz ,Spor / Coupe,Galeriden,2. El,68000,284750,4,17000.0
18/04/2020,BMW,3 Serisi,320d Modern Line,2012,Dizel,Yarı Otomatik Vites,1801-2000 cc,Bilmiyorum,Beyaz ,Sedan,Galeriden,2. El,151000,185000,8,18875.0
18/04/2020,BMW,5 Serisi,520i Executive,2015,Benzin,Yarı Otomatik Vites,1301-1600 cc,Bilmiyorum,Beyaz ,Sedan,Galeriden,2. El,93000,295000,5,18600.0
18/04/2020,BMW,3 Serisi,320i ED 40th Year Edition,2015,Benzin,Yarı Otomatik Vites,1301-1600 cc,Bilmiyorum,Siyah ,Sedan,Galeriden,2. El,98000,262500,5,19600.0
18/04/2020,BMW,5 Serisi,520i Luxury Line,2018,Benzin,Otomatik Vites,1301-1600 cc,Bilmiyorum,Füme ,Sedan,Galeriden,2. El,6500,470000,2,3250.0
18/04/2020,BMW,3 Serisi,320d Edition M Sport,2018,Dizel,Otomatik Vites,1801-2000 cc,Bilmiyorum,Beyaz ,Sedan,Galeriden,2. El,56583,359000,2,28291.5
18/04/2020,BMW,X5,30d xDrive,2007,Dizel,Otomatik Vites,2501-3000 cc,Bilmiyorum,Siyah ,Arazi Aracı,Galeriden,2. El,295000,182000,13,22692.30769230769
18/04/2020,BMW,3 Serisi,320i ED Sport Plus,2016,Benzin,Yarı Otomatik Vites,1301-1600 cc,Bilmiyorum,Beyaz ,Sedan,Galeriden,2. El,90000,245950,4,22500.0
18/04/2020,BMW,5 Serisi,525d xDrive  Comfort,2012,Dizel,Yarı Otomatik Vites,1801-2000 cc,Bilmiyorum,Beyaz ,Sedan,Galeriden,2. El,226000,198950,8,28250.0
18/04/2020,BMW,3 Serisi,318i Edition M Sport,2017,Benzin,Otomatik Vites,1301-1600 cc,Bilmiyorum,Beyaz ,Sedan,Galeriden,2. El,59000,238950,3,19666.666666666668
18/04/2020,BMW,1 Serisi,116i Premium,2011,Benzin/LPG,Otomatik Vites,1301-1600 cc,Bilmiyorum,Beyaz ,Hatchback 5 Kapı,Galeriden,2. El,130000,119500,9,14444.444444444445
18/04/2020,BMW,1 Serisi,116i Comfort,2012,Benzin,Yarı Otomatik Vites,1301-1600 cc,Bilmiyorum,Gri ,Hatchback 5 Kapı,Galeriden,2. El,106000,141000,8,13250.0
18/04/2020,BMW,3 Serisi,316i Standart,2005,Benzin/LPG,Düz Vites,1301-1600 cc,Bilmiyorum,Gri ,Sedan,Galeriden,2. El,228000,74500,15,15200.0
18/04/2020,BMW,3 Serisi,316i M Sport,2015,Benzin,Yarı Otomatik Vites,1301-1600 cc,Bilmiyorum,Beyaz ,Sedan,Galeriden,2. El,100000,218500,5,20000.0
18/04/2020,BMW,3 Serisi,318i Standart,1999,Benzin/LPG,Otomatik Vites,1801-2000 cc,Bilmiyorum,Gümüş Gri ,Sedan,Galeriden,2. El,290000,55000,21,13809.52380952381
18/04/2020,BMW,3 Serisi,320d Edition Comfort,2011,Dizel,Otomatik Vites,1801-2000 cc,Bilmiyorum,Siyah ,Sedan,Galeriden,2. El,210000,135000,9,23333.333333333332
18/04/2020,BMW,3 Serisi,320i ED M Plus,2016,Benzin,Yarı Otomatik Vites,1301-1600 cc,Bilmiyorum,Beyaz ,Sedan,Galeriden,2. El,175000,221500,4,43750.0
18/04/2020,BMW,1 Serisi,116i Sport Line,2012,Benzin,Yarı Otomatik Vites,1301-1600 cc,Bilmiyorum,Beyaz ,Hatchback 5 Kapı,Galeriden,2. El,149000,141500,8,18625.0
18/04/2020,BMW,1 Serisi,116i Comfort,2008,Benzin,Otomatik Vites,1300 cc ve altı,Bilmiyorum,Siyah ,Hatchback 5 Kapı,Galeriden,2. El,83000,104900,12,6916.666666666667
18/04/2020,BMW,5 Serisi,525d xDrive  M Sport,2012,Dizel,Yarı Otomatik Vites,1801-2000 cc,Bilmiyorum,Beyaz ,Sedan,Galeriden,2. El,200000,257750,8,25000.0
18/04/2020,BMW,X1,Diğer,2015,Benzin,Otomatik Vites,1301-1600 cc,Bilmiyorum,Beyaz ,Arazi Aracı,Galeriden,2. El,26000,245000,5,5200.0
18/04/2020,BMW,3 Serisi,320d Edition M Sport,2018,Dizel,Otomatik Vites,1801-2000 cc,Bilmiyorum,Gri ,Sedan,Galeriden,2. El,31000,370000,2,15500.0
18/04/2020,BMW,X6,Diğer,2014,Dizel,Otomatik Vites,2501-3000 cc,Bilmiyorum,Bej ,Arazi Aracı,Galeriden,2. El,61000,695000,6,10166.666666666666
